make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
2021,22.02,3000,Petrol,1,10224.44,Chevrolet,Automatic,Blue,Partial,0,No
1996,22.14,4000,Petrol,1,8089.01,Hyundai,Manual,Gray,Full,1,Yes
2013,24.89,800,Diesel,5,3975.78,Tesla,Manual,Black,Full,0,Yes
1995,18.22,3000,Diesel,4,4916.21,Chevrolet,Manual,Red,Full,0,Yes
2019,12.87,1000,Diesel,3,6208.91,Chevrolet,Manual,Gray,Full,1,Yes
2023,17.14,1500,Diesel,2,8834.12,Toyota,Manual,Blue,Full,0,Yes
2001,20.97,800,Diesel,4,2004.87,Toyota,Manual,Black,None,0,Yes
2011,18.42,2000,Diesel,1,8772.84,Kia,Manual,Silver,Full,1,Yes
1997,19.83,5000,Electric,3,13482.86,Tesla,Automatic,Blue,Partial,1,Yes
2014,24.83,800,Diesel,5,4893.44,Ford,Manual,Black,Full,0,Yes
2014,20.91,1800,Diesel,2,6322.58,Tesla,Manual,Red,None,0,No
2015,18.99,4000,Diesel,4,11185.86,Tesla,Automatic,White,Partial,0,Yes
1997,8.78,800,Petrol,3,2078.48,Toyota,Manual,Gray,Full,1,Yes
1997,14.08,4000,Petrol,1,10043.44,Hyundai,Automatic,Black,Partial,0,Yes
2011,15.98,1500,Petrol,4,3777.96,Volkswagen,Manual,Blue,Full,1,Yes
2001,8.11,1200,Petrol,2,3614.92,Nissan,Manual,Red,Full,0,No
2021,12.45,3000,Electric,1,14512.07,Nissan,Manual,Gray,Full,1,Yes
2020,16.66,2000,Petrol,2,8863.96,Ford,Automatic,White,None,1,Yes
2008,17.47,2500,Petrol,3,4761.52,Volkswagen,Manual,Red,None,1,Yes
2011,20.53,4000,Petrol,4,7425.32,Volkswagen,Automatic,White,Partial,0,Yes
2012,16.97,1800,Petrol,5,7234.34,Toyota,Automatic,Silver,Partial,1,No
2007,19.24,1000,Electric,3,7143.31,Honda,Manual,Silver,Partial,0,Yes
2014,15.91,1200,Petrol,3,6186.68,Ford,Automatic,Red,None,0,Yes
2023,18.21,1200,Electric,5,8034.92,BMW,Manual,White,Full,0,Yes
2014,20.25,1500,Petrol,5,5111.62,Hyundai,Manual,Gray,Full,1,Yes
2015,25.36,5000,Electric,1,17647.63,Hyundai,Manual,White,Full,1,Yes
2021,15.43,2500,Diesel,2,9433.82,Nissan,Manual,Black,Full,1,Yes
2012,18.72,5000,Diesel,3,10996.41,Hyundai,Manual,Black,None,0,Yes
1998,22.35,2000,Petrol,1,7079.88,Ford,Manual,Silver,Full,0,Yes
1995,10.8,1200,Diesel,1,3190.28,Kia,Automatic,Silver,Full,0,Yes
2012,27.99,2500,Diesel,3,9809.95,BMW,Manual,White,None,2,Yes
1995,23.9,1500,Petrol,2,4337.86,Volkswagen,Manual,White,Partial,1,Yes
2020,9.44,5000,Petrol,5,10827.69,Honda,Manual,Blue,Partial,0,Yes
2020,19.86,3000,Electric,3,14781.81,Toyota,Automatic,Black,Full,1,Yes
2007,15.18,2500,Petrol,2,7179.08,Chevrolet,Manual,White,Partial,2,No
2014,16.01,2500,Electric,5,10364.64,Volkswagen,Automatic,White,Full,1,Yes
2014,19.75,4000,Diesel,4,8123.1,Nissan,Automatic,Silver,Partial,1,Yes
2017,23.25,3000,Petrol,3,9886.93,Volkswagen,Automatic,Red,Full,0,Yes
2004,15.67,800,Petrol,3,3785.24,Ford,Manual,Silver,Full,0,No
2021,15.74,2500,Electric,2,10976.57,Toyota,Manual,White,Full,0,No
2005,19.86,1200,Diesel,1,5562.56,Volkswagen,Manual,Black,Partial,0,Yes
2003,20.86,1500,Petrol,1,5812.93,Chevrolet,Automatic,Red,None,0,Yes
2003,12.96,2000,Diesel,2,4295.43,Tesla,Manual,Blue,Full,0,Yes
1999,26.62,1800,Petrol,3,5136.44,Kia,Manual,Gray,Full,2,Yes
2020,14.78,3000,Diesel,3,11286.91,Nissan,Automatic,Gray,None,1,Yes
1995,22.82,1000,Petrol,3,3411.1,Kia,Manual,Silver,Full,1,Yes
2011,20.26,1800,Petrol,4,6493.34,BMW,Manual,Blue,Full,1,Yes
2016,21.03,1800,Petrol,1,10409.45,Honda,Manual,Black,Full,0,No
1996,14.88,1200,Petrol,4,1000.0,Toyota,Manual,Red,Full,0,Yes
2018,9.38,5000,Diesel,3,13379.71,Kia,Manual,Gray,Full,0,Yes
2007,17.89,1800,Diesel,1,7542.87,Volkswagen,Manual,Black,Full,1,Yes
2003,17.91,1500,Diesel,3,3518.07,Nissan,Manual,Gray,None,0,Yes
2023,13.21,1800,Diesel,3,6394.9,Nissan,Automatic,Red,Full,0,No
1998,22.59,5000,Petrol,2,11108.33,Honda,Automatic,Blue,Full,1,No
1999,17.74,4000,Diesel,1,9654.64,Toyota,Automatic,Blue,Partial,0,Yes
2005,13.95,2500,Electric,3,9509.06,Toyota,Manual,Black,Partial,1,Yes
2018,20.93,800,Petrol,5,4363.5,Chevrolet,Manual,Red,None,0,Yes
2013,21.06,1200,Petrol,5,5411.61,Toyota,Manual,Gray,None,0,Yes
2015,14.42,4000,Diesel,3,9235.67,Volkswagen,Automatic,Blue,Partial,0,Yes
1997,24.17,1500,Petrol,2,4826.63,Volkswagen,Manual,Red,Partial,1,Yes
2006,29.22,1500,Petrol,3,5569.69,Ford,Manual,Blue,Full,0,Yes
2020,12.55,5000,Diesel,5,10228.17,Honda,Manual,White,Full,0,Yes
2013,17.08,2000,Diesel,1,5795.82,Volkswagen,Automatic,Blue,Full,1,Yes
2013,19.69,1200,Diesel,2,8015.53,Ford,Manual,White,Partial,0,No
2007,29.4,1200,Diesel,3,5434.44,Honda,Automatic,Black,Full,0,Yes
2022,14.33,4000,Petrol,5,11291.56,BMW,Manual,White,Full,0,Yes
2001,13.3,1800,Diesel,1,4891.55,Chevrolet,Manual,Black,Full,0,Yes
2009,13.27,2500,Diesel,5,4997.4,BMW,Automatic,White,Partial,0,Yes
2017,24.11,1800,Petrol,2,6455.87,Tesla,Automatic,Black,Full,0,No
2001,14.46,2000,Petrol,4,6190.74,Hyundai,Automatic,Blue,Partial,1,No
2020,13.75,3000,Diesel,3,10099.32,Honda,Manual,Gray,None,0,Yes
2002,19.15,3000,Diesel,1,7052.07,Nissan,Manual,Silver,Full,1,Yes
1999,19.54,1000,Diesel,2,5014.94,BMW,Manual,Gray,Partial,0,No
2015,23.36,4000,Petrol,2,12523.36,Chevrolet,Automatic,Silver,Full,0,Yes
2008,18.46,5000,Petrol,4,10518.91,Toyota,Automatic,Silver,Partial,0,Yes
1998,19.24,2000,Petrol,4,4582.91,Chevrolet,Automatic,White,Full,0,Yes
2017,17.47,2500,Petrol,3,8284.16,Ford,Manual,Silver,None,1,Yes
2004,11.48,1200,Diesel,3,2894.52,Chevrolet,Automatic,Black,None,0,No
2014,17.0,1500,Diesel,2,6388.36,Ford,Manual,White,Full,0,Yes
2009,18.31,2000,Diesel,3,5481.02,Tesla,Manual,White,Full,1,No
2012,15.78,2500,Diesel,3,8377.48,BMW,Manual,Gray,Partial,0,Yes
2014,10.18,2000,Petrol,4,7380.89,Toyota,Automatic,Blue,Partial,0,Yes
2007,12.33,1800,Diesel,2,5991.68,Toyota,Automatic,Black,None,0,Yes
2023,17.8,1000,Petrol,5,5462.37,BMW,Manual,Black,None,0,Yes
2002,22.66,2500,Petrol,5,5223.91,Volkswagen,Automatic,Blue,None,0,No
2003,26.41,1800,Petrol,1,7573.94,Hyundai,Manual,Red,Partial,0,Yes
2010,17.08,4000,Electric,4,12508.62,Hyundai,Manual,Blue,Full,0,Yes
2013,14.42,1500,Petrol,1,6975.07,Ford,Automatic,Red,None,0,No
2010,16.14,5000,Petrol,2,10616.73,Hyundai,Manual,Silver,Full,2,Yes
2001,12.77,1000,Diesel,5,3254.1,Chevrolet,Manual,Silver,Full,0,Yes
2008,21.94,2500,Petrol,5,6608.52,Ford,Automatic,Gray,Full,0,Yes
2022,28.69,2500,Petrol,5,9853.68,Hyundai,Manual,Silver,Full,2,Yes
2008,14.54,800,Diesel,1,2939.49,Ford,Automatic,Silver,Full,1,No
2019,12.04,1800,Petrol,3,6676.94,Toyota,Automatic,Blue,Partial,0,Yes
2021,23.03,1200,Electric,1,12324.31,Kia,Automatic,Silver,Partial,0,Yes
1998,19.59,4000,Diesel,5,5715.46,Ford,Manual,Blue,Full,0,No
2020,19.67,4000,Petrol,4,9014.02,Honda,Automatic,Gray,None,0,Yes
2009,25.94,2500,Petrol,4,8744.39,Ford,Automatic,Black,Partial,2,No
1997,11.17,4000,Diesel,1,7915.94,Hyundai,Manual,Black,Full,2,Yes
1999,11.03,1000,Petrol,1,3774.14,Hyundai,Automatic,White,Full,0,Yes
1995,17.19,5000,Diesel,2,9615.07,Volkswagen,Automatic,Black,Partial,0,Yes
1997,18.32,3000,Diesel,1,7406.79,Volkswagen,Automatic,Red,Partial,0,No
2009,16.23,5000,Diesel,1,8719.97,Honda,Manual,Red,Full,1,No
2018,30.3,5000,Diesel,5,12329.82,Kia,Manual,Silver,Full,1,Yes
2021,16.45,5000,Diesel,3,12380.66,Volkswagen,Automatic,White,Full,0,No
2002,15.25,800,Petrol,5,2391.08,Volkswagen,Manual,Blue,None,2,Yes
2023,18.62,1200,Petrol,3,7411.01,Kia,Manual,Blue,Full,0,Yes
1998,22.85,3000,Diesel,5,5412.38,Toyota,Manual,Gray,Full,0,Yes
1996,14.37,3000,Petrol,5,5405.77,Toyota,Automatic,Blue,Partial,0,Yes
2023,17.27,5000,Diesel,2,13136.96,Volkswagen,Manual,Silver,Full,1,No
2018,23.0,3000,Diesel,3,10044.31,Ford,Automatic,White,Partial,0,Yes
2018,23.27,2500,Petrol,5,9738.54,Hyundai,Automatic,Gray,Partial,1,Yes
2004,19.09,1000,Petrol,5,1852.14,Kia,Manual,Black,Full,1,No
1998,30.09,1200,Diesel,3,2744.24,Toyota,Manual,Gray,Full,1,Yes
1997,27.9,4000,Diesel,2,9641.26,Toyota,Manual,Black,Full,0,Yes
1996,10.97,1000,Petrol,3,2703.43,BMW,Automatic,Silver,None,0,No
2019,9.54,2500,Diesel,2,10322.19,Kia,Manual,Gray,Partial,0,Yes
2011,21.98,800,Petrol,2,5919.59,Tesla,Manual,Red,None,0,Yes
2017,24.83,1200,Petrol,4,6553.08,Chevrolet,Automatic,Blue,None,0,Yes
2015,16.88,800,Petrol,2,5348.9,Honda,Manual,Gray,Partial,0,Yes
2018,15.49,2000,Petrol,4,8043.71,BMW,Automatic,Red,Partial,0,Yes
2014,13.9,1500,Diesel,1,7426.9,Hyundai,Manual,Black,None,0,Yes
2017,12.16,800,Diesel,2,6429.9,Tesla,Manual,Silver,Partial,2,No
2007,23.68,1800,Electric,3,9768.45,Chevrolet,Manual,Gray,Full,0,Yes
1999,16.09,1500,Petrol,4,4288.41,BMW,Manual,Red,Full,0,Yes
2015,19.51,5000,Electric,1,17395.45,Tesla,Manual,Black,Full,0,No
2003,8.87,5000,Diesel,1,10510.36,Tesla,Manual,Silver,Full,0,Yes
2019,23.01,1000,Petrol,2,6971.68,BMW,Automatic,Gray,Full,1,Yes
2023,20.94,2500,Petrol,3,8646.65,Honda,Manual,Blue,Full,0,Yes
2019,11.28,3000,Diesel,2,9258.54,Ford,Automatic,Gray,Partial,1,Yes
2022,19.3,1500,Diesel,5,8278.88,Hyundai,Manual,White,None,0,Yes
2016,18.02,4000,Diesel,1,11669.07,Toyota,Manual,Black,Full,0,Yes
2000,15.75,1200,Diesel,5,1000.0,Hyundai,Automatic,White,Full,0,No
1999,5.0,2000,Petrol,5,4127.47,BMW,Automatic,Silver,None,1,Yes
2019,14.7,2500,Petrol,4,8225.13,Hyundai,Manual,Black,Partial,0,No
2004,19.51,2500,Petrol,5,5501.15,Toyota,Automatic,Blue,Partial,0,Yes
2002,15.26,2000,Petrol,1,5863.18,Nissan,Manual,Blue,Partial,1,Yes
2001,16.89,4000,Diesel,1,6772.11,Chevrolet,Manual,Silver,Partial,0,No
2001,25.48,800,Diesel,3,3479.38,Nissan,Automatic,White,None,0,Yes
2000,17.61,4000,Petrol,2,7668.73,Volkswagen,Manual,Gray,None,1,Yes
2015,7.52,4000,Diesel,3,9676.83,Hyundai,Manual,Red,Partial,0,Yes
2023,17.08,1500,Petrol,3,7437.58,Ford,Manual,Blue,Full,0,Yes
2014,18.5,1800,Petrol,2,8510.3,Volkswagen,Manual,White,Full,0,No
1997,13.87,1200,Petrol,1,1756.75,Kia,Automatic,White,Partial,1,Yes
2013,21.67,2500,Petrol,4,9959.62,Kia,Manual,Black,Full,0,No
2016,10.69,1000,Petrol,5,5325.54,Nissan,Automatic,Red,None,1,Yes
2009,17.31,3000,Petrol,4,7756.19,Nissan,Manual,Silver,Full,0,Yes
1998,10.63,4000,Petrol,5,5529.23,Ford,Manual,Blue,None,0,Yes
2022,16.52,2000,Petrol,2,9471.33,Toyota,Automatic,Gray,Partial,1,Yes
2006,21.54,4000,Diesel,2,9973.53,BMW,Manual,Red,Full,0,Yes
2000,17.19,2000,Petrol,3,4764.46,BMW,Automatic,White,Full,1,Yes
2013,16.9,1200,Electric,2,9925.2,Ford,Automatic,Red,Full,1,No
1998,18.14,5000,Diesel,5,9144.93,Hyundai,Manual,Black,Full,0,Yes
2009,18.39,1200,Electric,4,8111.71,Volkswagen,Manual,Black,Partial,0,Yes
2003,21.47,1000,Diesel,4,3448.24,Volkswagen,Manual,White,None,0,Yes
1999,21.5,1800,Diesel,4,4409.08,Tesla,Automatic,White,Partial,1,Yes
2007,25.11,1500,Petrol,4,4366.54,Nissan,Manual,Silver,None,0,Yes
2017,18.84,2000,Diesel,3,6308.11,Kia,Manual,Blue,None,0,No
2020,9.7,1800,Petrol,4,5661.7,BMW,Manual,Blue,Full,0,Yes
2012,22.29,2000,Petrol,5,7344.53,Honda,Manual,Red,Partial,0,Yes
1999,24.75,1500,Petrol,3,5087.61,Nissan,Manual,Blue,Full,0,No
2019,30.31,1200,Petrol,3,9140.48,Ford,Automatic,White,Full,1,Yes
2010,25.26,800,Petrol,3,6922.53,Volkswagen,Automatic,Red,Full,0,Yes
2021,15.55,1800,Electric,2,11478.25,Toyota,Automatic,Blue,Full,1,Yes
2013,18.94,2000,Petrol,3,6085.61,Chevrolet,Automatic,Silver,Partial,0,No
2008,16.65,1800,Diesel,5,5610.21,Nissan,Manual,White,Full,0,Yes
2019,15.97,1800,Petrol,4,5731.59,Kia,Automatic,White,Full,1,Yes
2010,17.43,2000,Diesel,2,6456.91,Honda,Manual,Blue,None,0,No
2021,24.43,1500,Diesel,4,9087.11,Hyundai,Manual,Silver,Full,0,Yes
2009,10.05,1500,Diesel,1,5701.4,Honda,Manual,Gray,Partial,3,No
2016,12.99,3000,Petrol,2,9319.65,Volkswagen,Manual,Silver,None,1,Yes
1998,24.1,3000,Diesel,5,3950.71,Hyundai,Manual,Gray,Partial,0,Yes
2001,25.27,1200,Petrol,2,5064.93,Kia,Automatic,Black,Partial,2,Yes
2010,14.7,2500,Diesel,3,7196.38,BMW,Manual,White,Full,0,No
2018,26.25,1800,Diesel,2,9045.78,Toyota,Manual,White,Partial,1,No
2016,22.88,1800,Petrol,3,8533.64,Ford,Automatic,Blue,Full,2,No
2015,16.66,1200,Petrol,4,4815.78,Hyundai,Automatic,Blue,Partial,0,Yes
2016,5.82,1000,Petrol,2,6146.11,Ford,Automatic,Silver,None,0,Yes
2015,9.66,1200,Diesel,2,5146.77,Tesla,Manual,White,Full,0,Yes
2002,14.71,2500,Diesel,5,4737.85,Honda,Automatic,Blue,Partial,0,Yes
2011,21.8,1200,Petrol,1,5978.32,Honda,Manual,Silver,None,0,Yes
2010,21.82,1000,Petrol,2,6571.49,Toyota,Manual,White,Partial,0,Yes
2021,15.67,1500,Petrol,4,5921.43,Toyota,Manual,Gray,Full,0,Yes
2017,16.84,1800,Petrol,3,7434.45,BMW,Manual,Black,None,0,No
2004,17.84,2500,Diesel,4,6705.28,Tesla,Manual,White,None,0,Yes
2004,16.91,800,Diesel,5,3652.07,Tesla,Manual,Black,Full,0,No
2021,18.82,3000,Diesel,2,12926.4,Tesla,Manual,White,Full,0,Yes
1996,17.85,5000,Electric,1,12949.16,Toyota,Manual,Silver,None,0,Yes
2003,9.63,1200,Diesel,1,3996.38,Toyota,Manual,White,Full,2,No
2011,16.96,2000,Diesel,2,6457.17,Chevrolet,Manual,Blue,None,0,Yes
2005,17.89,1500,Diesel,1,6661.01,Chevrolet,Manual,Silver,Full,0,Yes
2004,22.95,1800,Diesel,4,5326.14,Nissan,Automatic,Black,Full,0,Yes
2016,13.84,5000,Diesel,3,10616.94,Hyundai,Manual,White,Full,2,No
2019,19.02,2000,Diesel,2,7655.76,Tesla,Manual,Gray,Full,2,Yes
2011,20.81,1000,Petrol,3,6803.94,Kia,Manual,Black,Full,2,No
1998,17.26,1200,Electric,1,8352.5,Toyota,Manual,Blue,Full,1,Yes
2010,9.23,3000,Diesel,5,7330.18,Chevrolet,Manual,Gray,Full,0,No
2014,23.05,3000,Petrol,3,7839.77,Tesla,Manual,Silver,Full,2,No
2009,21.74,800,Diesel,5,3700.63,Tesla,Manual,Black,Full,0,Yes
2019,19.14,5000,Petrol,4,11132.5,Nissan,Manual,Gray,Full,0,Yes
2021,18.2,3000,Diesel,5,8868.1,Volkswagen,Manual,Red,None,0,Yes
2015,9.09,1000,Electric,3,6950.68,Ford,Automatic,Gray,Full,0,Yes
1999,21.87,5000,Petrol,3,11271.72,Honda,Manual,White,Partial,0,Yes
2000,25.43,5000,Diesel,2,10594.78,Tesla,Automatic,Black,Full,1,Yes
2011,12.43,3000,Diesel,5,8398.17,BMW,Automatic,Red,Full,0,Yes
1995,24.73,5000,Diesel,4,9979.12,Honda,Manual,Red,Full,1,Yes
2019,23.66,1800,Petrol,2,9693.46,Honda,Manual,Blue,Full,0,Yes
2013,12.28,800,Petrol,2,6751.89,Honda,Manual,Black,Partial,1,Yes
1998,16.03,3000,Petrol,4,5592.79,Hyundai,Manual,Blue,None,0,Yes
2011,11.02,1800,Petrol,2,6915.78,Tesla,Manual,White,Partial,0,Yes
2003,17.67,800,Diesel,4,3485.45,Volkswagen,Automatic,Gray,Full,0,Yes
2018,20.24,1500,Diesel,1,7490.44,Kia,Automatic,Silver,Full,0,Yes
1996,11.4,800,Electric,2,4736.04,Tesla,Manual,Red,None,2,Yes
2002,19.93,4000,Petrol,3,8389.76,Kia,Automatic,Black,Full,1,Yes
2009,21.2,5000,Petrol,1,12743.08,Toyota,Manual,White,Partial,0,No
2001,21.27,1000,Diesel,2,5354.3,Volkswagen,Manual,Black,Full,0,Yes
2021,20.27,3000,Petrol,4,10044.59,Nissan,Automatic,Red,Full,1,Yes
2000,11.86,1500,Electric,1,8151.3,Chevrolet,Automatic,Silver,Full,1,No
1995,17.39,4000,Diesel,1,7959.95,Honda,Automatic,White,None,3,No
2009,19.76,1000,Diesel,3,2903.7,Ford,Automatic,Red,Partial,0,Yes
2017,25.31,1200,Petrol,2,8549.96,Honda,Manual,White,Full,0,Yes
2020,18.01,1000,Petrol,2,6263.85,Volkswagen,Manual,Gray,Full,0,Yes
2001,20.13,5000,Petrol,4,11620.96,Tesla,Manual,Gray,Full,0,Yes
2023,13.34,1800,Petrol,1,8995.12,Hyundai,Automatic,Black,Full,0,Yes
2019,12.23,800,Diesel,3,6795.14,BMW,Manual,Red,Full,1,Yes
2011,11.58,1200,Petrol,4,3137.45,Chevrolet,Manual,Red,None,1,No
1996,15.9,800,Diesel,4,3037.04,Volkswagen,Manual,Red,Partial,0,Yes
2021,28.31,5000,Diesel,3,14662.83,Tesla,Automatic,Silver,None,0,Yes
2003,15.99,3000,Petrol,2,7645.99,Tesla,Automatic,Red,Partial,0,No
2023,19.82,1500,Diesel,3,6927.74,Honda,Manual,White,Partial,0,Yes
2003,20.79,1200,Diesel,2,4439.95,Nissan,Manual,Red,Partial,0,Yes
2007,12.54,3000,Petrol,5,6610.0,Volkswagen,Manual,Silver,Full,1,No
2000,15.82,4000,Petrol,1,8094.94,Honda,Manual,Silver,Full,0,No
2000,21.12,3000,Diesel,3,6105.28,Tesla,Manual,Gray,Partial,0,Yes
2014,20.14,2000,Diesel,4,6411.5,Hyundai,Automatic,Black,Full,1,Yes
2014,8.03,1200,Diesel,2,5766.09,Kia,Automatic,White,Full,1,Yes
2015,20.97,3000,Petrol,1,11588.06,Nissan,Manual,Blue,Full,0,Yes
1997,15.25,1800,Petrol,1,5393.45,Volkswagen,Manual,White,None,0,Yes
2011,15.38,1800,Petrol,3,7314.74,Tesla,Manual,Blue,None,0,Yes
2011,20.02,4000,Petrol,4,9312.0,Hyundai,Manual,White,Partial,0,No
2006,25.61,800,Diesel,3,7112.43,Kia,Manual,Red,None,0,Yes
2010,17.0,2500,Diesel,4,8020.69,Hyundai,Manual,Blue,None,0,Yes
2009,23.9,3000,Diesel,5,8511.9,Volkswagen,Manual,White,Full,0,Yes
2007,10.8,5000,Petrol,3,10202.49,Hyundai,Manual,Gray,Full,1,Yes
2017,18.65,1200,Petrol,2,7385.11,Kia,Automatic,Gray,Partial,0,Yes
1995,15.29,3000,Diesel,3,3994.74,Toyota,Manual,Gray,Full,1,Yes
2011,19.41,800,Diesel,3,3541.27,Tesla,Automatic,Gray,Full,1,Yes
1997,16.52,3000,Diesel,5,5585.86,Tesla,Manual,Black,Partial,1,No
2020,11.29,2500,Petrol,5,7078.01,Tesla,Manual,Silver,Full,1,Yes
2009,13.56,1500,Diesel,3,5689.61,Chevrolet,Automatic,White,None,1,Yes
1998,9.78,2500,Diesel,4,2894.24,Chevrolet,Manual,White,Full,0,Yes
1998,11.47,5000,Electric,5,11998.99,Kia,Automatic,Silver,Full,3,Yes
2012,20.4,2500,Electric,5,9696.27,Chevrolet,Automatic,Blue,Full,0,Yes
2011,16.74,5000,Electric,4,13939.54,Volkswagen,Manual,Blue,Partial,0,No
2013,19.15,800,Diesel,1,5845.38,Hyundai,Manual,Gray,Full,0,Yes
2005,27.08,1200,Diesel,5,5025.89,Volkswagen,Manual,Red,Full,0,Yes
2014,16.52,2500,Petrol,5,9115.43,Volkswagen,Manual,Gray,Partial,0,Yes
1997,21.17,1800,Diesel,4,5348.13,BMW,Manual,Red,Full,2,No
2002,18.14,4000,Petrol,4,7307.93,Volkswagen,Automatic,Gray,None,0,Yes
2008,31.81,2500,Petrol,3,7661.44,Tesla,Manual,Gray,Partial,0,Yes
2020,5.0,1200,Diesel,3,5654.81,Hyundai,Manual,Red,None,0,Yes
1995,14.41,800,Diesel,1,2748.99,Nissan,Manual,Black,Full,0,Yes
2008,21.27,1800,Diesel,1,6675.12,Ford,Manual,Silver,Full,1,Yes
1996,14.24,5000,Petrol,1,11495.76,Volkswagen,Manual,Blue,Partial,2,Yes
2023,20.83,1800,Diesel,2,7071.39,Ford,Automatic,Black,Partial,0,No
2017,17.7,2500,Electric,4,11534.03,Ford,Automatic,Gray,Full,0,Yes
1998,22.32,800,Diesel,5,4421.82,Ford,Manual,Red,Partial,1,No
2018,12.34,5000,Diesel,4,9920.91,Toyota,Automatic,Gray,Full,0,Yes
2021,18.86,1000,Diesel,4,5896.76,Kia,Automatic,Silver,None,0,Yes
2023,20.33,2000,Electric,1,12460.84,Ford,Manual,Red,Partial,0,Yes
2013,18.66,3000,Petrol,4,9698.68,Nissan,Manual,White,Full,0,Yes
2000,18.75,1500,Petrol,2,4870.26,Ford,Automatic,Gray,Full,0,Yes
2019,24.01,1200,Petrol,5,8479.99,Volkswagen,Automatic,Red,None,0,Yes
1995,9.6,1200,Petrol,1,3953.87,Chevrolet,Manual,Gray,None,1,Yes
2011,18.62,1200,Petrol,3,5232.73,Tesla,Automatic,Silver,Full,0,Yes
2002,11.95,1000,Diesel,5,1006.17,Toyota,Automatic,Gray,Full,0,Yes
2013,21.79,800,Petrol,3,4653.66,Tesla,Automatic,Blue,Full,0,No
2015,13.81,1800,Petrol,3,7169.9,Tesla,Automatic,Silver,Partial,0,Yes
1995,5.64,5000,Petrol,4,9395.93,Tesla,Automatic,Blue,Partial,0,Yes
1999,21.91,1800,Electric,5,6605.49,Kia,Manual,Gray,None,0,Yes
2021,16.66,1800,Diesel,2,7606.95,Nissan,Automatic,Gray,Partial,1,Yes
2010,19.78,1500,Petrol,4,6178.85,Hyundai,Manual,Silver,Full,0,Yes
2000,25.14,1200,Petrol,3,4519.83,BMW,Automatic,Silver,Full,0,Yes
2002,19.86,1200,Petrol,5,2918.47,Volkswagen,Automatic,Blue,Partial,0,Yes
2007,18.85,1000,Diesel,4,5764.21,Chevrolet,Automatic,White,Full,0,Yes
2010,17.76,1800,Diesel,5,6760.29,Toyota,Automatic,Silver,None,1,Yes
1997,12.26,1500,Electric,1,7457.82,Toyota,Manual,Silver,Full,1,Yes
2013,16.92,2000,Diesel,2,6729.11,Toyota,Manual,Gray,Full,1,Yes
2006,27.87,1000,Electric,2,9532.43,BMW,Automatic,Black,Full,1,Yes
2010,16.12,1000,Petrol,2,6359.61,Volkswagen,Automatic,Red,Full,0,Yes
2021,17.22,3000,Diesel,3,10963.36,Ford,Automatic,Black,Full,0,Yes
2005,24.29,2000,Diesel,3,7688.84,Nissan,Manual,Gray,Full,1,Yes
2004,10.29,1200,Petrol,2,1446.44,Toyota,Manual,Silver,Full,0,No
2019,21.1,1800,Petrol,5,7473.94,Toyota,Manual,Silver,Full,1,Yes
2014,10.06,1200,Diesel,1,6777.42,Ford,Manual,Silver,Full,0,Yes
1998,20.0,1000,Petrol,3,4424.83,Chevrolet,Automatic,White,Full,0,Yes
2006,17.89,1200,Diesel,4,4605.06,Tesla,Automatic,Black,Full,0,Yes
2017,21.06,800,Diesel,4,5720.72,BMW,Automatic,Red,None,0,Yes
1996,12.94,2500,Petrol,3,4309.31,Honda,Manual,White,Partial,0,Yes
2018,15.32,2000,Petrol,2,7145.37,Chevrolet,Automatic,Blue,None,0,Yes
2016,21.32,1800,Electric,5,8925.67,Volkswagen,Automatic,Gray,None,1,Yes
2013,15.45,2000,Petrol,1,9085.38,Nissan,Manual,Silver,Full,1,No
2019,21.78,3000,Petrol,4,10077.98,Kia,Manual,White,Partial,0,Yes
1999,19.05,1200,Petrol,3,4661.5,Honda,Automatic,Gray,Full,0,Yes
2002,15.77,1200,Electric,5,5324.63,Volkswagen,Manual,Gray,None,1,No
2001,16.42,1800,Diesel,2,5755.33,Chevrolet,Manual,Blue,Full,0,Yes
2008,18.02,1800,Petrol,1,8802.88,Volkswagen,Manual,Silver,Full,2,Yes
2018,16.9,800,Petrol,1,6966.66,Honda,Automatic,White,None,0,Yes
2017,21.65,1500,Petrol,4,7589.74,Nissan,Automatic,Silver,None,1,Yes
1997,16.14,4000,Petrol,4,6381.81,BMW,Automatic,Black,Full,0,Yes
2012,15.13,3000,Diesel,3,7627.21,Kia,Automatic,Silver,Full,0,No
2010,22.55,1200,Petrol,1,7191.96,Nissan,Automatic,Gray,None,0,Yes
2017,15.89,1800,Diesel,2,6861.54,Chevrolet,Automatic,Red,Full,2,Yes
2013,15.3,1800,Diesel,2,6139.01,Ford,Manual,Red,None,0,Yes
2013,5.57,2500,Petrol,3,6099.73,Nissan,Automatic,Silver,None,1,Yes
2012,12.8,3000,Electric,1,11940.31,Hyundai,Manual,White,Full,0,No
2014,13.81,4000,Petrol,4,8544.37,BMW,Automatic,Gray,Full,1,No
2010,15.3,2500,Petrol,2,7657.79,Hyundai,Automatic,Blue,Full,0,Yes
2002,14.39,1000,Diesel,5,1304.84,Kia,Manual,Blue,Full,0,Yes
2022,22.92,3000,Petrol,3,10614.02,Kia,Automatic,Red,Partial,2,No
1995,14.12,3000,Petrol,2,3951.01,Chevrolet,Automatic,Red,Partial,0,No
